task_id,file,worker,status,mano_cua_status,mano_cua_result,total_steps,compliance,compliance_issues,has_trajectory,trajectory_match,match_confidence,is_duplicate,grade
mavonEditor-pr667,worker-02/mavonEditor-pr667.json,worker-02,completed,STOPPED_BY_TIMEOUT,unclear,32,pass,,yes,error,,no,A
mavonEditor-pr717,worker-02/mavonEditor-pr717.json,worker-02,completed,SKIPPED,unclear,0,fail,"#4, #6",no,N/A,,no,D
mavonEditor-pr748,worker-02/mavonEditor-pr748.json,worker-02,completed,COMPLETED,normal,6,pass,,yes,match,,no,A
mean-1328,worker-02/mean-1328.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
mean-pr1377,worker-02/mean-pr1377.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
mean-pr1402,worker-02/mean-pr1402.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
mean-pr1408,worker-02/mean-pr1408.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
mean-pr1433,worker-02/mean-pr1433.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
mean-pr1723,worker-02/mean-pr1723.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
mean-pr1846,worker-02/mean-pr1846.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
mean-pr2045,worker-02/mean-pr2045.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
medium-editor-1047,worker-02/medium-editor-1047.json,worker-02,completed,COMPLETED,normal,16,fail,#9,yes,match,,yes,C
medium-editor-1057,worker-02/medium-editor-1057.json,worker-02,completed,COMPLETED,abnormal,26,pass,,yes,match,,no,A
medium-editor-1156,worker-02/medium-editor-1156.json,worker-02,completed,COMPLETED,abnormal,52,pass,,yes,match,,no,A
medium-editor-1216,worker-02/medium-editor-1216.json,worker-02,completed,COMPLETED,unclear,89,warn,#10,yes,match,,no,B
medium-editor-234,worker-02/medium-editor-234.json,worker-02,completed,COMPLETED,unclear,37,pass,,yes,match,,no,A
mini-media-player-784,worker-02/mini-media-player-784.json,worker-02,deploy_failed,,,,fail,"#2, #3",no,N/A,,no,C
mint-ui-366,worker-02/mint-ui-366.json,worker-02,,,,,fail,"#2, #3",no,N/A,,no,C
mission-control-321,worker-02/mission-control-321.json,worker-02,completed,COMPLETED,abnormal,16,pass,,yes,match,,no,A
mission-control-333,worker-02/mission-control-333.json,worker-02,completed,COMPLETED,normal,8,pass,,yes,match,,no,A
mission-control-368,worker-02/mission-control-368.json,worker-02,completed,COMPLETED,abnormal,20,pass,,yes,match,,no,A
mission-control-456,worker-02/mission-control-456.json,worker-02,completed,STOPPED_BY_TIMEOUT,unclear,44,pass,,no_result_desc,N/A,,no,D
mission-control-461,worker-02/mission-control-461.json,worker-02,completed,COMPLETED,abnormal,31,pass,,yes,match,,no,A
mission-control-467,worker-02/mission-control-467.json,worker-02,completed,COMPLETED,abnormal,20,pass,,yes,match,,no,A
multiple-select-355,worker-02/multiple-select-355.json,worker-02,failed,,,,warn,#16,N/A,N/A,,no,A
next-redux-wrapper-325,worker-02/next-redux-wrapper-325.json,worker-02,failed,,,,fail,#9,N/A,N/A,,yes,C
ng-select-2475,worker-02/ng-select-2475.json,worker-02,completed,COMPLETED,normal,18,pass,,yes,match,,no,A
ng-select-2498,worker-02/ng-select-2498.json,worker-02,completed,COMPLETED,abnormal,59,pass,,yes,match,,no,A
ng-select-2515,worker-02/ng-select-2515.json,worker-02,completed,COMPLETED,abnormal,8,pass,,yes,match,,no,A
ng-select-2594,worker-02/ng-select-2594.json,worker-02,completed,COMPLETED,abnormal,43,pass,,yes,match,,no,A
ng-select-2738,worker-02/ng-select-2738.json,worker-02,completed,COMPLETED,unclear,21,pass,,yes,match,,no,A
ng-select-2759,worker-02/ng-select-2759.json,worker-02,completed,COMPLETED,abnormal,55,pass,,yes,match,,no,A
onlook-2587,worker-02/onlook-2587.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
onlook-2908,worker-02/onlook-2908.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
open5e-622,worker-02/open5e-622.json,worker-02,completed,COMPLETED,abnormal,97,fail,"#9, #10",yes,mismatch,,yes,C
open5e-694,worker-02/open5e-694.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
open5e-695,worker-02/open5e-695.json,worker-02,completed,COMPLETED,abnormal,14,pass,,yes,match,,no,A
open5e-716,worker-02/open5e-716.json,worker-02,completed,COMPLETED,abnormal,90,warn,#10,yes,mismatch,,no,B
open5e-721,worker-02/open5e-721.json,worker-02,completed,COMPLETED,abnormal,42,fail,#9,yes,match,,yes,C
open5e-747,worker-02/open5e-747.json,worker-02,completed,COMPLETED,abnormal,27,fail,#9,yes,match,,yes,C
open5e-803,worker-02/open5e-803.json,worker-02,completed,COMPLETED,abnormal,40,fail,#9,yes,match,,yes,C
org-chart-69,worker-02/org-chart-69.json,worker-02,completed,COMPLETED,abnormal,44,fail,#9,yes,match,,yes,C
padloc-427,worker-02/padloc-427.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
padloc-638,worker-02/padloc-638.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
photon-345,worker-02/photon-345.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
photon-543,worker-02/photon-543.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
react-boilerplate-126,worker-02/react-boilerplate-126.json,worker-02,completed,COMPLETED,abnormal,24,pass,,yes,mismatch,,no,A
react-boilerplate-pr2601,worker-02/react-boilerplate-pr2601.json,worker-02,completed,COMPLETED,normal,10,pass,,yes,match,,no,A
react-boilerplate-pr2810,worker-02/react-boilerplate-pr2810.json,worker-02,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
react-boilerplate-pr2818,worker-02/react-boilerplate-pr2818.json,worker-02,completed,COMPLETED,normal,12,pass,,yes,match,,no,A
react-bootstrap-6528,worker-02/react-bootstrap-6528.json,worker-02,completed,COMPLETED,abnormal,12,pass,,yes,match,,no,A
react-bootstrap-6637,worker-02/react-bootstrap-6637.json,worker-02,completed,COMPLETED,abnormal,15,pass,,yes,match,,no,A
react-bootstrap-6671,worker-02/react-bootstrap-6671.json,worker-02,completed,COMPLETED,abnormal,22,pass,,yes,match,,no,A
react-bootstrap-6712,worker-02/react-bootstrap-6712.json,worker-02,completed,COMPLETED,normal,21,pass,,yes,match,,no,A
react-bootstrap-6764,worker-02/react-bootstrap-6764.json,worker-02,completed,COMPLETED,normal,28,pass,,yes,match,,no,A
react-native-web-2357,worker-02/react-native-web-2357.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
react-slick-1356,worker-02/react-slick-1356.json,worker-02,completed,COMPLETED,abnormal,27,pass,,yes,match,,no,A
react-slick-1874,worker-02/react-slick-1874.json,worker-02,completed,STOPPED_BY_TIMEOUT,unclear,19,pass,,yes,match,,no,A
react-slick-1881,worker-02/react-slick-1881.json,worker-02,completed,STOPPED_BY_TIMEOUT,normal,15,pass,,yes,mismatch,,no,A
react-slick-pr2149,worker-02/react-slick-pr2149.json,worker-02,completed,STOPPED_BY_TIMEOUT,unclear,15,pass,,no_result_desc,N/A,,no,D
react-slick-pr2329,worker-02/react-slick-pr2329.json,worker-02,completed,STOPPED_BY_TIMEOUT,normal,15,pass,,yes,match,,no,A
react-slick-pr2343,worker-02/react-slick-pr2343.json,worker-02,completed,STOPPED_BY_TIMEOUT,unclear,15,pass,,yes,match,,no,A
react-slick-pr622,worker-02/react-slick-pr622.json,worker-02,completed,STOPPED_BY_TIMEOUT,normal,15,pass,,no_result_desc,N/A,,no,D
react-slick-pr762,worker-02/react-slick-pr762.json,worker-02,completed,COMPLETED,normal,14,pass,,yes,match,,no,A
rich-markdown-editor-165,worker-02/rich-markdown-editor-165.json,worker-02,completed,COMPLETED,abnormal,28,pass,,yes,match,,no,A
rich-markdown-editor-302,worker-02/rich-markdown-editor-302.json,worker-02,completed,ERROR,unclear,47,pass,,yes,match,,no,A
rich-markdown-editor-323,worker-02/rich-markdown-editor-323.json,worker-02,completed,COMPLETED,normal,31,pass,,yes,match,,no,A
rich-markdown-editor-350,worker-02/rich-markdown-editor-350.json,worker-02,completed,ERROR,unclear,42,pass,,yes,match,,no,A
rich-markdown-editor-4,worker-02/rich-markdown-editor-4.json,worker-02,completed,COMPLETED,normal,34,pass,,yes,match,,no,A
rich-markdown-editor-408,worker-02/rich-markdown-editor-408.json,worker-02,completed,COMPLETED,abnormal,20,pass,,yes,match,,no,A
rich-markdown-editor-489,worker-02/rich-markdown-editor-489.json,worker-02,completed,ERROR,unclear,31,pass,,no,N/A,,no,D
script-lab-667,worker-02/script-lab-667.json,worker-02,completed,COMPLETED,normal,13,pass,,yes,match,,no,A
script-lab-672,worker-02/script-lab-672.json,worker-02,completed,COMPLETED,abnormal,63,pass,,yes,match,,no,A
script-lab-732,worker-02/script-lab-732.json,worker-02,completed,COMPLETED,abnormal,66,pass,,yes,match,,no,A
shopware-pwa-1537,worker-02/shopware-pwa-1537.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
shopware-pwa-1665,worker-02/shopware-pwa-1665.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
slickgpt-38,worker-02/slickgpt-38.json,worker-02,completed,COMPLETED,unclear,15,fail,#9,yes,match,,yes,C
svelteui-117,worker-02/svelteui-117.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
svelteui-175,worker-02/svelteui-175.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
svelteui-179,worker-02/svelteui-179.json,worker-02,completed,COMPLETED,unclear,59,pass,,yes,match,,no,A
svelteui-189,worker-02/svelteui-189.json,worker-02,completed,COMPLETED,abnormal,42,pass,,yes,match,,no,A
svelteui-202,worker-02/svelteui-202.json,worker-02,completed,COMPLETED,abnormal,26,pass,,yes,match,,no,A
tabler-react-125,worker-02/tabler-react-125.json,worker-02,completed,COMPLETED,abnormal,80,pass,,yes,match,,no,A
tabler-react-134,worker-02/tabler-react-134.json,worker-02,completed,COMPLETED,abnormal,90,warn,#10,yes,match,,no,B
tabler-react-136,worker-02/tabler-react-136.json,worker-02,completed,COMPLETED,abnormal,72,pass,,yes,match,,no,A
tabler-react-165,worker-02/tabler-react-165.json,worker-02,completed,COMPLETED,abnormal,18,pass,,yes,match,,no,A
teleport-code-generators-209,worker-02/teleport-code-generators-209.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
teleport-code-generators-213,worker-02/teleport-code-generators-213.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
teleport-code-generators-245,worker-02/teleport-code-generators-245.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
teleport-code-generators-266,worker-02/teleport-code-generators-266.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
teleport-code-generators-694,worker-02/teleport-code-generators-694.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
teleport-code-generators-911,worker-02/teleport-code-generators-911.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
tikzcd-editor-45,worker-02/tikzcd-editor-45.json,worker-02,completed,KILLED,unclear,74,pass,,yes,match,,no,A
tikzcd-editor-7,worker-02/tikzcd-editor-7.json,worker-02,completed,KILLED,unclear,68,pass,,yes,match,,no,A
tikzcd-editor-pr5,worker-02/tikzcd-editor-pr5.json,worker-02,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
twin.macro-528,worker-02/twin.macro-528.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
twin.macro-576,worker-02/twin.macro-576.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
twin.macro-pr252,worker-02/twin.macro-pr252.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
twin.macro-pr692,worker-02/twin.macro-pr692.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
uimix-pr134,worker-02/uimix-pr134.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
uimix-pr164,worker-02/uimix-pr164.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
uimix-pr17,worker-02/uimix-pr17.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
uimix-pr178,worker-02/uimix-pr178.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
uimix-pr41,worker-02/uimix-pr41.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
uimix-pr50,worker-02/uimix-pr50.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
uimix-pr95,worker-02/uimix-pr95.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
vcal-342,worker-02/vcal-342.json,worker-02,completed,COMPLETED,unclear,57,pass,,yes,match,,no,A
vcal-352,worker-02/vcal-352.json,worker-02,completed,COMPLETED,abnormal,65,pass,,yes,match,,no,A
vue-hotel-datepicker-117,worker-02/vue-hotel-datepicker-117.json,worker-02,completed,COMPLETED,normal,39,pass,,yes,match,,no,A
vue-pdf-172,worker-02/vue-pdf-172.json,worker-02,completed,COMPLETED,unclear,46,pass,,yes,match,,no,A
vue-pdf-179,worker-02/vue-pdf-179.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
vue-pdf-189,worker-02/vue-pdf-189.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
vue-pdf-215,worker-02/vue-pdf-215.json,worker-02,completed,COMPLETED,abnormal,61,pass,,yes,match,,no,A
vue-pdf-224,worker-02/vue-pdf-224.json,worker-02,completed,COMPLETED,abnormal,53,pass,,yes,match,,no,A
vue-trix-1,worker-02/vue-trix-1.json,worker-02,completed,COMPLETED,normal,47,pass,,yes,match,,no,A
vue-trix-pr128,worker-02/vue-trix-pr128.json,worker-02,completed,COMPLETED,normal,22,pass,,yes,match,,no,A
vue-trix-pr18,worker-02/vue-trix-pr18.json,worker-02,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
vue-trix-pr35,worker-02/vue-trix-pr35.json,worker-02,completed,COMPLETED,normal,24,pass,,yes,match,,no,A
webmail-189,worker-02/webmail-189.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
webmail-192,worker-02/webmail-192.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
webmail-196,worker-02/webmail-196.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
webmail-207,worker-02/webmail-207.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
webmail-84,worker-02/webmail-84.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
webmail-pr169,worker-02/webmail-pr169.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
website-4566,worker-02/website-4566.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
website-4776,worker-02/website-4776.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
website-4780,worker-02/website-4780.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
whiteboard-113,worker-02/whiteboard-113.json,worker-02,completed,COMPLETED,reproduced,10,fail,#5,yes,match,,no,C
whiteboard-12,worker-02/whiteboard-12.json,worker-02,completed,COMPLETED,normal,20,pass,,yes,match,,no,A
whiteboard-13,worker-02/whiteboard-13.json,worker-02,completed,SKIPPED,unclear,0,fail,#6,no,N/A,,no,D
whiteboard-41,worker-02/whiteboard-41.json,worker-02,completed,COMPLETED,normal,9,pass,,yes,match,,no,A
x-render-597,worker-02/x-render-597.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
x-render-934,worker-02/x-render-934.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
x-render-pr1572,worker-02/x-render-pr1572.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
x-render-pr1582,worker-02/x-render-pr1582.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
x-render-pr1666,worker-02/x-render-pr1666.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
x-render-pr1677,worker-02/x-render-pr1677.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
x-render-pr1686,worker-02/x-render-pr1686.json,worker-02,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
x-render-pr1696,worker-02/x-render-pr1696.json,worker-02,failed,,,,pass,,N/A,N/A,,no,A
Analog-259,worker-03/Analog-259.json,worker-03,failed,,,,fail,#9,N/A,N/A,,yes,C
ByteStash-157,worker-03/ByteStash-157.json,worker-03,completed,COMPLETED,abnormal,5,fail,#9,yes,match,,yes,C
ByteStash-171,worker-03/ByteStash-171.json,worker-03,completed,COMPLETED,abnormal,17,fail,#9,yes,match,,yes,C
ByteStash-46,worker-03/ByteStash-46.json,worker-03,completed,COMPLETED,abnormal,19,fail,#9,yes,match,,yes,C
ByteStash-58,worker-03/ByteStash-58.json,worker-03,completed,COMPLETED,normal,63,fail,#9,yes,match,,yes,C
ConvertX-293,worker-03/ConvertX-293.json,worker-03,completed,COMPLETED,normal,20,pass,,yes,match,,no,A
ConvertX-320,worker-03/ConvertX-320.json,worker-03,completed,COMPLETED,abnormal,59,pass,,yes,match,,no,A
ConvertX-362,worker-03/ConvertX-362.json,worker-03,completed,COMPLETED,normal,15,pass,,yes,match,,no,A
ConvertX-425,worker-03/ConvertX-425.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
ConvertX-435,worker-03/ConvertX-435.json,worker-03,completed,COMPLETED,abnormal,10,pass,,yes,match,,no,A
ConvertX-455,worker-03/ConvertX-455.json,worker-03,completed,COMPLETED,abnormal,24,pass,,yes,match,,no,A
ConvertX-464,worker-03/ConvertX-464.json,worker-03,completed,COMPLETED,abnormal,20,pass,,yes,match,,no,A
ConvertX-494,worker-03/ConvertX-494.json,worker-03,completed,COMPLETED,abnormal,14,pass,,yes,match,,no,A
CopilotKit-3263,worker-03/CopilotKit-3263.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
DocFlow-306,worker-03/DocFlow-306.json,worker-03,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
DocFlow-pr245,worker-03/DocFlow-pr245.json,worker-03,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
DocFlow-pr280,worker-03/DocFlow-pr280.json,worker-03,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
DocFlow-pr281,worker-03/DocFlow-pr281.json,worker-03,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
DocFlow-pr284,worker-03/DocFlow-pr284.json,worker-03,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
Nucleus-26,worker-03/Nucleus-26.json,worker-03,completed,COMPLETED,unclear,26,fail,#9,yes,match,,yes,C
Semantic-UI-React-3833,worker-03/Semantic-UI-React-3833.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
Taskosaur-62,worker-03/Taskosaur-62.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
VueTorrent-2097,worker-03/VueTorrent-2097.json,worker-03,completed,COMPLETED,unclear,17,pass,,yes,match,,no,A
VueTorrent-2391,worker-03/VueTorrent-2391.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
VueTorrent-2413,worker-03/VueTorrent-2413.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
VueTorrent-2433,worker-03/VueTorrent-2433.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
VueTorrent-2440,worker-03/VueTorrent-2440.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
VueTorrent-2489,worker-03/VueTorrent-2489.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
VueTorrent-2492,worker-03/VueTorrent-2492.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
VueTorrent-2570,worker-03/VueTorrent-2570.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
VueTorrent-2573,worker-03/VueTorrent-2573.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
VueTorrent-2587,worker-03/VueTorrent-2587.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
VueTorrent-2657,worker-03/VueTorrent-2657.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
VueTorrent-2676,worker-03/VueTorrent-2676.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
angular-datepicker-167,worker-03/angular-datepicker-167.json,worker-03,completed,COMPLETED,normal,22,pass,,yes,match,,no,A
angular-grid-layout-6,worker-03/angular-grid-layout-6.json,worker-03,completed,COMPLETED,abnormal,24,pass,,yes,match,,no,A
cboard-1109,worker-03/cboard-1109.json,worker-03,completed,COMPLETED,abnormal,76,pass,,yes,match,,no,A
cboard-1454,worker-03/cboard-1454.json,worker-03,completed,COMPLETED,abnormal,45,pass,,yes,match,,no,A
cboard-1482,worker-03/cboard-1482.json,worker-03,completed,COMPLETED,normal,23,pass,,yes,match,,no,A
cboard-1589,worker-03/cboard-1589.json,worker-03,completed,COMPLETED,abnormal,28,pass,,yes,match,,no,A
cboard-1745,worker-03/cboard-1745.json,worker-03,completed,COMPLETED,abnormal,40,pass,,yes,match,,no,A
cboard-1752,worker-03/cboard-1752.json,worker-03,completed,COMPLETED,abnormal,24,pass,,yes,mismatch,,no,A
cboard-1892,worker-03/cboard-1892.json,worker-03,completed,COMPLETED,normal,18,pass,,yes,match,,no,A
cboard-2026,worker-03/cboard-2026.json,worker-03,completed,COMPLETED,normal,29,pass,,yes,match,,no,A
cboard-2039,worker-03/cboard-2039.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
cboard-2040,worker-03/cboard-2040.json,worker-03,completed,COMPLETED,unclear,18,pass,,yes,match,,no,A
cloudinary-179,worker-03/cloudinary-179.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
codejar-95,worker-03/codejar-95.json,worker-03,completed,COMPLETED,abnormal,7,pass,,yes,match,,no,A
composer-pr222,worker-03/composer-pr222.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
composer-pr346,worker-03/composer-pr346.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
composer-pr354,worker-03/composer-pr354.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
composer-pr364,worker-03/composer-pr364.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
composer-pr369,worker-03/composer-pr369.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
composer-pr377,worker-03/composer-pr377.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
composer-pr381,worker-03/composer-pr381.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
composer-pr388,worker-03/composer-pr388.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
console-2604,worker-03/console-2604.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
crowi-666,worker-03/crowi-666.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
devhub-107,worker-03/devhub-107.json,worker-03,failed,,,,pass,,N/A,N/A,,no,A
editor-542,worker-03/editor-542.json,worker-03,completed,COMPLETED,normal,37,fail,#9,yes,match,,yes,C
editor-619,worker-03/editor-619.json,worker-03,completed,COMPLETED,abnormal,16,pass,,yes,match,,no,A
editor-706,worker-03/editor-706.json,worker-03,completed,COMPLETED,abnormal,44,pass,,yes,match,,no,A
editor-721,worker-03/editor-721.json,worker-03,completed,COMPLETED,abnormal,31,pass,,yes,match,,no,A
editor-893,worker-03/editor-893.json,worker-03,completed,COMPLETED,abnormal,24,fail,#9,yes,match,,yes,C
editor.js-2208,worker-03/editor.js-2208.json,worker-03,completed,COMPLETED,abnormal,27,pass,,yes,match,,no,A
